undertone,body_type,occasion,n_items,has_outerwear,has_accessory,color_contrast,pattern_mix,undertone_enc,body_type_enc,occasion_enc,compatibility_score,is_compatible
neutral,oval,ethnic,4,1,0,0.89,1,2,5,3,0.7638,1
neutral,inverted_triangle,sports,4,1,0,0.44,0,2,1,4,0.7853,1
cool,inverted_triangle,formal,5,0,1,0.29,1,1,1,1,0.8364,1
neutral,pear,formal,5,0,1,0.17,0,2,2,1,0.7795,1
warm,apple,ethnic,3,0,1,0.34,1,0,4,3,0.7874,1
cool,hourglass,formal,4,0,1,0.61,0,1,0,1,0.9798,1
warm,hourglass,formal,4,1,1,0.44,1,0,0,1,0.9789,1
neutral,rectangle,formal,4,0,1,0.23,0,2,3,1,0.7463,0
warm,apple,ethnic,5,1,0,0.33,1,0,4,3,0.6918,0
cool,pear,casual,3,0,1,0.56,0,1,2,0,0.7914,1
neutral,rectangle,ethnic,5,0,0,0.8,1,2,3,3,0.8308,1
neutral,inverted_triangle,party,4,1,1,0.45,0,2,1,2,0.8764,1
cool,oval,sports,4,0,0,0.44,0,1,5,4,0.6965,0
neutral,rectangle,casual,3,1,0,0.78,0,2,3,0,0.9328,1
warm,inverted_triangle,sports,3,0,1,0.3,1,0,1,4,0.8048,1
cool,oval,party,5,1,1,0.27,0,1,5,2,0.7253,0
neutral,apple,casual,4,1,0,0.9,0,2,4,0,0.7704,1
neutral,rectangle,formal,5,0,1,0.81,0,2,3,1,0.7837,1
cool,oval,party,5,0,1,0.35,0,1,5,2,0.7873,1
warm,oval,casual,5,0,1,0.56,1,0,5,0,0.6922,0
neutral,rectangle,party,4,0,1,0.6,0,2,3,2,0.7168,0
neutral,inverted_triangle,formal,5,1,0,0.7,0,2,1,1,0.8317,1
cool,rectangle,party,3,0,1,0.88,0,1,3,2,0.7651,1
cool,rectangle,party,4,1,0,0.68,0,1,3,2,0.8172,1
cool,rectangle,sports,5,0,0,0.88,1,1,3,4,0.6956,0
neutral,pear,ethnic,5,0,0,0.72,0,2,2,3,0.7673,1
neutral,apple,party,5,1,1,0.14,0,2,4,2,0.7563,1
warm,apple,formal,4,0,1,0.23,0,0,4,1,0.8077,1
neutral,inverted_triangle,formal,5,1,0,0.75,0,2,1,1,0.7823,1
neutral,hourglass,formal,3,1,1,0.53,1,2,0,1,0.972,1
cool,rectangle,sports,4,0,1,0.73,1,1,3,4,0.7377,0
warm,apple,casual,5,1,1,0.68,0,0,4,0,0.7126,0
neutral,rectangle,party,4,0,1,0.85,0,2,3,2,0.69,0
cool,apple,ethnic,5,0,0,0.67,0,1,4,3,0.7632,1
cool,pear,casual,5,1,1,0.17,1,1,2,0,0.8203,1
cool,inverted_triangle,formal,3,1,1,0.42,0,1,1,1,0.8601,1
neutral,inverted_triangle,formal,3,1,0,0.28,0,2,1,1,0.8267,1
warm,hourglass,ethnic,5,1,0,0.6,1,0,0,3,0.8655,1
cool,rectangle,party,5,0,0,0.43,0,1,3,2,0.7916,1
cool,rectangle,sports,4,0,0,0.67,1,1,3,4,0.7398,0
neutral,pear,ethnic,5,1,0,0.3,1,2,2,3,0.8162,1
warm,oval,casual,3,0,1,0.38,0,0,5,0,0.7018,0
neutral,pear,ethnic,4,1,1,0.39,1,2,2,3,0.7941,1
cool,rectangle,casual,5,0,1,0.66,0,1,3,0,0.8071,1
warm,rectangle,party,3,1,0,0.21,1,0,3,2,0.8276,1
warm,hourglass,casual,4,1,1,0.69,0,0,0,0,0.9184,1
warm,oval,ethnic,5,0,1,0.27,1,0,5,3,0.7977,1
cool,hourglass,party,5,0,1,0.69,0,1,0,2,0.8247,1
cool,inverted_triangle,casual,5,1,0,0.29,0,1,1,0,0.99,1
neutral,rectangle,sports,4,0,1,0.85,1,2,3,4,0.7681,1
cool,apple,party,3,0,0,0.81,1,1,4,2,0.7077,0
neutral,apple,sports,4,0,1,0.83,0,2,4,4,0.6724,0
cool,pear,party,4,0,0,0.8,0,1,2,2,0.9301,1
neutral,rectangle,ethnic,3,0,0,0.63,0,2,3,3,0.8019,1
neutral,pear,ethnic,4,1,0,0.32,1,2,2,3,0.8127,1
warm,oval,party,3,1,0,0.3,0,0,5,2,0.7906,1
neutral,inverted_triangle,party,5,1,0,0.89,0,2,1,2,0.73,0
cool,oval,casual,3,0,1,0.32,0,1,5,0,0.7319,0
neutral,rectangle,casual,5,0,0,0.31,0,2,3,0,0.8685,1
warm,rectangle,ethnic,5,0,1,0.26,0,0,3,3,0.8324,1
cool,pear,casual,5,0,1,0.27,0,1,2,0,0.704,0
warm,inverted_triangle,casual,5,0,1,0.44,0,0,1,0,0.99,1
cool,rectangle,casual,4,0,1,0.39,1,1,3,0,0.8084,1
warm,pear,ethnic,5,1,1,0.64,0,0,2,3,0.7573,1
cool,inverted_triangle,party,4,0,0,0.82,0,1,1,2,0.7522,1
warm,apple,formal,5,0,1,0.87,1,0,4,1,0.8121,1
neutral,pear,ethnic,5,1,0,0.16,0,2,2,3,0.8536,1
warm,hourglass,formal,5,0,1,0.35,0,0,0,1,0.979,1
cool,inverted_triangle,ethnic,5,1,1,0.4,1,1,1,3,0.7815,1
warm,inverted_triangle,ethnic,3,1,1,0.27,0,0,1,3,0.8629,1
cool,pear,party,5,0,1,0.72,0,1,2,2,0.8807,1
warm,inverted_triangle,party,5,1,0,0.25,1,0,1,2,0.969,1
cool,oval,ethnic,3,1,0,0.61,0,1,5,3,0.7964,1
warm,pear,sports,3,1,1,0.67,1,0,2,4,0.7765,1
cool,inverted_triangle,party,5,1,1,0.78,1,1,1,2,0.7609,1
neutral,rectangle,casual,5,0,1,0.65,0,2,3,0,0.822,1
warm,pear,party,4,0,0,0.66,1,0,2,2,0.785,1
cool,pear,casual,5,1,0,0.21,1,1,2,0,0.8008,1
warm,rectangle,sports,5,1,0,0.76,0,0,3,4,0.6802,0
neutral,apple,sports,5,0,1,0.63,0,2,4,4,0.6405,0
cool,pear,casual,4,0,0,0.8,1,1,2,0,0.7385,0
neutral,oval,ethnic,3,0,1,0.34,0,2,5,3,0.7852,1
neutral,rectangle,formal,4,1,1,0.23,1,2,3,1,0.7853,1
warm,rectangle,formal,4,0,0,0.83,1,0,3,1,0.7257,0
cool,rectangle,formal,5,1,0,0.39,0,1,3,1,0.7049,0
neutral,pear,ethnic,3,0,1,0.32,0,2,2,3,0.8666,1
neutral,hourglass,formal,4,0,0,0.66,0,2,0,1,0.99,1
cool,rectangle,sports,5,0,1,0.46,0,1,3,4,0.7157,0
cool,apple,formal,5,0,1,0.42,0,1,4,1,0.7255,0
warm,hourglass,formal,4,0,0,0.47,0,0,0,1,0.99,1
cool,apple,ethnic,4,0,1,0.27,0,1,4,3,0.6922,0
warm,inverted_triangle,ethnic,3,1,0,0.11,1,0,1,3,0.8156,1
cool,oval,formal,4,1,1,0.75,0,1,5,1,0.784,1
warm,inverted_triangle,casual,4,0,1,0.35,1,0,1,0,0.99,1
neutral,rectangle,sports,4,0,0,0.24,1,2,3,4,0.6783,0
cool,inverted_triangle,sports,4,1,1,0.12,1,1,1,4,0.7184,0
neutral,inverted_triangle,casual,3,0,1,0.33,0,2,1,0,0.7941,1
neutral,hourglass,formal,5,0,1,0.54,0,2,0,1,0.99,1
neutral,apple,party,3,0,1,0.34,0,2,4,2,0.807,1
cool,rectangle,ethnic,5,0,1,0.17,0,1,3,3,0.7981,1
neutral,oval,formal,3,1,1,0.87,1,2,5,1,0.7642,1
warm,hourglass,casual,4,1,1,0.59,1,0,0,0,0.903,1
neutral,rectangle,ethnic,3,1,1,0.22,0,2,3,3,0.7925,1
cool,oval,sports,5,1,1,0.35,0,1,5,4,0.6898,0
neutral,oval,sports,4,0,0,0.56,0,2,5,4,0.6879,0
neutral,pear,formal,4,0,1,0.66,1,2,2,1,0.7192,0
neutral,pear,casual,3,0,0,0.29,0,2,2,0,0.7545,1
cool,pear,sports,5,0,1,0.54,0,1,2,4,0.7419,0
neutral,inverted_triangle,formal,5,0,0,0.5,1,2,1,1,0.8112,1
cool,apple,party,5,0,0,0.48,0,1,4,2,0.808,1
neutral,oval,formal,3,0,1,0.5,0,2,5,1,0.6941,0
warm,oval,sports,3,0,0,0.18,0,0,5,4,0.678,0
neutral,inverted_triangle,party,4,0,0,0.63,0,2,1,2,0.754,1
neutral,inverted_triangle,formal,3,0,0,0.29,0,2,1,1,0.82,1
cool,pear,party,3,0,0,0.33,1,1,2,2,0.9115,1
warm,inverted_triangle,ethnic,4,0,0,0.48,0,0,1,3,0.8816,1
warm,hourglass,sports,5,1,1,0.8,0,0,0,4,0.7361,0
cool,hourglass,sports,4,1,1,0.31,0,1,0,4,0.8463,1
warm,inverted_triangle,formal,4,0,1,0.34,0,0,1,1,0.99,1
warm,hourglass,casual,5,0,1,0.36,0,0,0,0,0.99,1
cool,pear,formal,5,1,1,0.28,1,1,2,1,0.8162,1
neutral,oval,party,4,0,1,0.14,1,2,5,2,0.7229,0
cool,oval,sports,3,0,0,0.49,0,1,5,4,0.7867,1
neutral,rectangle,party,3,0,0,0.35,0,2,3,2,0.7091,0
neutral,rectangle,sports,5,1,1,0.74,0,2,3,4,0.7941,1
neutral,pear,party,4,0,0,0.23,0,2,2,2,0.7114,0
cool,inverted_triangle,ethnic,3,0,1,0.77,1,1,1,3,0.8651,1
cool,hourglass,formal,5,0,1,0.11,0,1,0,1,0.99,1
warm,inverted_triangle,casual,3,0,1,0.81,1,0,1,0,0.99,1
cool,rectangle,party,4,1,0,0.38,0,1,3,2,0.703,0
neutral,pear,sports,3,0,1,0.6,1,2,2,4,0.6827,0
cool,apple,formal,4,1,0,0.21,0,1,4,1,0.6889,0
warm,rectangle,sports,4,0,0,0.73,0,0,3,4,0.6911,0
cool,hourglass,ethnic,3,0,0,0.18,1,1,0,3,0.8544,1
cool,apple,casual,4,1,0,0.34,0,1,4,0,0.7419,0
warm,rectangle,sports,5,0,1,0.68,0,0,3,4,0.7804,1
warm,oval,ethnic,3,0,0,0.39,0,0,5,3,0.8221,1
neutral,inverted_triangle,formal,4,1,1,0.7,0,2,1,1,0.7676,1
warm,pear,ethnic,4,0,1,0.89,0,0,2,3,0.7626,1
cool,inverted_triangle,ethnic,5,0,0,0.61,1,1,1,3,0.7563,1
warm,apple,ethnic,3,1,1,0.36,1,0,4,3,0.727,0
cool,rectangle,casual,5,1,1,0.71,0,1,3,0,0.7198,0
cool,pear,sports,3,1,1,0.85,0,1,2,4,0.6673,0
cool,oval,casual,5,1,1,0.66,1,1,5,0,0.7364,0
neutral,apple,sports,5,0,0,0.16,0,2,4,4,0.6959,0
neutral,pear,party,4,1,0,0.49,1,2,2,2,0.7657,1
neutral,oval,party,3,1,1,0.36,1,2,5,2,0.74,0
warm,apple,formal,3,1,1,0.43,0,0,4,1,0.7651,1
warm,oval,ethnic,5,1,1,0.88,1,0,5,3,0.7869,1
cool,hourglass,casual,4,0,1,0.31,0,1,0,0,0.718,0
cool,rectangle,formal,5,1,0,0.47,0,1,3,1,0.7,0
neutral,hourglass,casual,5,0,0,0.64,1,2,0,0,0.7758,1
cool,oval,casual,4,0,1,0.17,1,1,5,0,0.6849,0
cool,pear,formal,4,0,0,0.39,0,1,2,1,0.8432,1
neutral,inverted_triangle,party,4,0,1,0.6,0,2,1,2,0.7319,0
neutral,oval,formal,4,0,1,0.15,0,2,5,1,0.826,1
warm,inverted_triangle,casual,3,1,0,0.49,0,0,1,0,0.99,1
warm,rectangle,casual,4,0,0,0.6,1,0,3,0,0.7846,1
cool,hourglass,casual,4,1,1,0.33,0,1,0,0,0.8542,1
cool,apple,formal,3,1,0,0.12,0,1,4,1,0.7418,0
neutral,oval,casual,5,0,0,0.55,0,2,5,0,0.767,1
cool,hourglass,sports,4,0,0,0.51,1,1,0,4,0.7958,1
neutral,rectangle,ethnic,5,1,1,0.28,1,2,3,3,0.7325,0
cool,rectangle,party,3,1,1,0.83,0,1,3,2,0.6889,0
warm,apple,party,4,0,1,0.19,1,0,4,2,0.7653,1
neutral,inverted_triangle,sports,3,0,1,0.49,1,2,1,4,0.7171,0
neutral,oval,sports,3,1,0,0.26,0,2,5,4,0.6635,0
warm,apple,ethnic,3,0,1,0.52,0,0,4,3,0.8056,1
neutral,rectangle,sports,4,0,1,0.83,1,2,3,4,0.7517,1
warm,pear,formal,4,0,1,0.38,0,0,2,1,0.7659,1
warm,oval,party,4,1,1,0.68,0,0,5,2,0.7223,0
neutral,pear,party,5,0,0,0.13,1,2,2,2,0.8048,1
cool,rectangle,sports,4,1,0,0.43,0,1,3,4,0.7673,1
neutral,inverted_triangle,sports,4,1,1,0.52,1,2,1,4,0.6947,0
cool,hourglass,ethnic,4,1,1,0.48,0,1,0,3,0.8455,1
warm,oval,party,3,0,0,0.48,1,0,5,2,0.711,0
cool,inverted_triangle,party,3,0,1,0.68,1,1,1,2,0.7269,0
warm,hourglass,ethnic,3,0,1,0.62,0,0,0,3,0.7824,1
cool,inverted_triangle,formal,5,0,0,0.66,1,1,1,1,0.8232,1
neutral,inverted_triangle,ethnic,3,0,0,0.28,0,2,1,3,0.8995,1
neutral,hourglass,sports,3,1,0,0.14,0,2,0,4,0.8453,1
neutral,hourglass,formal,5,1,1,0.75,0,2,0,1,0.99,1
warm,oval,sports,3,1,1,0.36,0,0,5,4,0.6921,0
cool,hourglass,sports,5,1,1,0.46,0,1,0,4,0.7733,1
neutral,hourglass,sports,5,0,1,0.79,1,2,0,4,0.7948,1
neutral,rectangle,casual,5,0,1,0.27,1,2,3,0,0.8496,1
neutral,pear,formal,3,1,1,0.7,0,2,2,1,0.7331,0
warm,rectangle,party,3,0,0,0.24,0,0,3,2,0.7136,0
neutral,apple,casual,4,0,1,0.29,1,2,4,0,0.6738,0
neutral,inverted_triangle,casual,4,0,1,0.11,1,2,1,0,0.733,0
cool,hourglass,ethnic,3,0,0,0.33,0,1,0,3,0.7665,1
cool,hourglass,casual,4,0,0,0.1,0,1,0,0,0.8147,1
cool,rectangle,party,5,0,0,0.7,1,1,3,2,0.6927,0
cool,rectangle,formal,4,0,1,0.8,0,1,3,1,0.7065,0
cool,pear,formal,5,1,1,0.1,0,1,2,1,0.7964,1
cool,hourglass,ethnic,5,1,1,0.17,1,1,0,3,0.9023,1
warm,inverted_triangle,ethnic,5,1,1,0.38,0,0,1,3,0.776,1
neutral,pear,sports,3,0,1,0.37,0,2,2,4,0.742,0
neutral,oval,casual,4,0,1,0.14,1,2,5,0,0.7162,0
neutral,inverted_triangle,party,4,0,0,0.72,0,2,1,2,0.8289,1
warm,rectangle,casual,4,1,0,0.8,1,0,3,0,0.8537,1
cool,apple,formal,3,1,0,0.71,0,1,4,1,0.7181,0
neutral,oval,casual,3,1,1,0.85,0,2,5,0,0.7016,0
cool,apple,ethnic,4,0,1,0.22,0,1,4,3,0.7607,1
cool,apple,sports,4,0,0,0.81,0,1,4,4,0.7616,1
cool,rectangle,party,5,0,1,0.83,0,1,3,2,0.7824,1
warm,rectangle,sports,5,1,1,0.51,1,0,3,4,0.744,0
neutral,inverted_triangle,party,5,0,1,0.77,1,2,1,2,0.8347,1
warm,inverted_triangle,sports,5,0,1,0.71,1,0,1,4,0.7631,1
cool,rectangle,formal,3,1,1,0.71,0,1,3,1,0.795,1
warm,inverted_triangle,formal,4,1,0,0.65,0,0,1,1,0.99,1
neutral,rectangle,casual,5,0,1,0.51,0,2,3,0,0.9068,1
neutral,pear,casual,4,0,0,0.84,0,2,2,0,0.8114,1
warm,oval,formal,5,0,1,0.36,0,0,5,1,0.7379,0
warm,inverted_triangle,formal,3,0,1,0.52,0,0,1,1,0.9827,1
cool,oval,party,3,0,1,0.52,1,1,5,2,0.7402,0
cool,hourglass,sports,4,0,1,0.24,1,1,0,4,0.7878,1
neutral,hourglass,party,5,1,1,0.79,1,2,0,2,0.7412,0
cool,rectangle,casual,4,0,0,0.88,0,1,3,0,0.8062,1
cool,rectangle,ethnic,3,1,0,0.22,1,1,3,3,0.7109,0
neutral,apple,formal,4,0,0,0.83,0,2,4,1,0.817,1
warm,oval,formal,5,1,0,0.56,0,0,5,1,0.748,0
neutral,oval,casual,4,0,1,0.47,0,2,5,0,0.8008,1
warm,apple,party,3,0,1,0.66,1,0,4,2,0.8064,1
neutral,hourglass,sports,5,1,0,0.24,0,2,0,4,0.7197,0
cool,apple,party,5,1,1,0.83,0,1,4,2,0.7627,1
warm,oval,casual,3,0,1,0.26,0,0,5,0,0.736,0
cool,pear,casual,3,0,1,0.7,1,1,2,0,0.6705,0
neutral,oval,sports,4,0,0,0.38,1,2,5,4,0.7479,0
cool,oval,casual,5,0,1,0.4,0,1,5,0,0.7341,0
neutral,apple,formal,5,0,1,0.89,0,2,4,1,0.8059,1
neutral,apple,party,4,0,1,0.17,1,2,4,2,0.8018,1
warm,oval,casual,5,1,1,0.62,1,0,5,0,0.742,0
neutral,hourglass,formal,4,0,0,0.15,0,2,0,1,0.99,1
cool,pear,ethnic,3,0,0,0.71,0,1,2,3,0.7152,0
cool,pear,party,3,0,1,0.65,0,1,2,2,0.9565,1
neutral,rectangle,party,4,0,1,0.11,0,2,3,2,0.8006,1
neutral,oval,party,3,1,1,0.7,1,2,5,2,0.7032,0
warm,apple,formal,4,0,1,0.27,0,0,4,1,0.6945,0
cool,inverted_triangle,formal,5,0,0,0.75,1,1,1,1,0.8724,1
warm,inverted_triangle,formal,3,0,1,0.5,1,0,1,1,0.921,1
neutral,pear,formal,3,0,0,0.55,1,2,2,1,0.739,0
cool,hourglass,sports,3,0,0,0.79,0,1,0,4,0.7185,0
warm,pear,casual,4,0,1,0.3,0,0,2,0,0.8032,1
warm,inverted_triangle,formal,3,0,0,0.73,0,0,1,1,0.9289,1
cool,pear,ethnic,4,0,0,0.8,0,1,2,3,0.8627,1
warm,pear,party,5,1,1,0.64,1,0,2,2,0.7184,0
warm,apple,sports,4,0,0,0.64,0,0,4,4,0.7733,1
warm,rectangle,sports,3,1,0,0.3,0,0,3,4,0.7731,1
cool,oval,formal,3,0,1,0.45,0,1,5,1,0.8136,1
warm,oval,sports,5,0,1,0.41,1,0,5,4,0.7154,0
neutral,pear,party,4,0,1,0.84,0,2,2,2,0.8071,1
warm,pear,party,4,0,0,0.35,0,0,2,2,0.7575,1
cool,hourglass,ethnic,5,1,1,0.31,0,1,0,3,0.7825,1
cool,inverted_triangle,sports,3,1,0,0.8,1,1,1,4,0.7089,0
neutral,inverted_triangle,ethnic,5,1,1,0.48,0,2,1,3,0.8974,1
neutral,inverted_triangle,ethnic,3,0,1,0.22,0,2,1,3,0.8625,1
warm,inverted_triangle,sports,5,1,0,0.85,0,0,1,4,0.8322,1
cool,apple,party,5,0,0,0.19,0,1,4,2,0.7579,1
neutral,hourglass,sports,3,0,1,0.74,0,2,0,4,0.6935,0
warm,pear,casual,5,0,1,0.28,0,0,2,0,0.9477,1
neutral,hourglass,casual,5,0,0,0.14,0,2,0,0,0.7762,1
neutral,pear,ethnic,4,1,0,0.35,0,2,2,3,0.7311,0
warm,inverted_triangle,ethnic,4,0,1,0.39,0,0,1,3,0.8724,1
neutral,hourglass,ethnic,5,0,1,0.41,0,2,0,3,0.8744,1
cool,pear,party,3,1,1,0.25,1,1,2,2,0.8564,1
warm,oval,ethnic,3,0,0,0.48,0,0,5,3,0.7681,1
cool,inverted_triangle,ethnic,3,0,0,0.44,1,1,1,3,0.8704,1
cool,pear,ethnic,5,0,0,0.28,0,1,2,3,0.7869,1
cool,hourglass,party,4,0,0,0.48,1,1,0,2,0.8147,1
cool,rectangle,ethnic,3,1,0,0.48,0,1,3,3,0.7963,1
warm,pear,sports,3,0,1,0.25,0,0,2,4,0.6606,0
warm,hourglass,casual,4,1,1,0.22,0,0,0,0,0.9504,1
warm,inverted_triangle,sports,4,0,0,0.62,0,0,1,4,0.824,1
neutral,rectangle,formal,5,0,1,0.19,0,2,3,1,0.7268,0
cool,hourglass,formal,4,0,0,0.5,1,1,0,1,0.968,1
neutral,apple,formal,3,0,0,0.63,0,2,4,1,0.725,0
warm,rectangle,ethnic,4,1,1,0.49,0,0,3,3,0.7285,0
neutral,apple,formal,4,0,1,0.47,0,2,4,1,0.7296,0
neutral,inverted_triangle,sports,3,1,1,0.65,0,2,1,4,0.8085,1
neutral,hourglass,sports,4,0,1,0.21,1,2,0,4,0.7469,0
neutral,hourglass,ethnic,4,0,0,0.12,0,2,0,3,0.892,1
neutral,hourglass,sports,4,0,1,0.51,1,2,0,4,0.6949,0
neutral,oval,sports,4,1,0,0.14,0,2,5,4,0.7234,0
cool,rectangle,sports,5,0,0,0.41,1,1,3,4,0.799,1
cool,hourglass,ethnic,5,0,1,0.82,0,1,0,3,0.9095,1
neutral,rectangle,ethnic,4,0,1,0.66,0,2,3,3,0.7104,0
warm,rectangle,ethnic,3,0,1,0.59,0,0,3,3,0.7275,0
cool,inverted_triangle,sports,4,0,0,0.61,0,1,1,4,0.7912,1
warm,hourglass,formal,3,1,1,0.73,0,0,0,1,0.99,1
cool,oval,formal,3,1,1,0.45,0,1,5,1,0.7825,1
neutral,pear,sports,5,0,1,0.65,1,2,2,4,0.7348,0
neutral,oval,sports,4,0,1,0.68,0,2,5,4,0.7826,1
neutral,pear,party,5,1,1,0.48,1,2,2,2,0.7319,0
neutral,hourglass,sports,3,1,1,0.31,1,2,0,4,0.7809,1
neutral,hourglass,party,5,0,0,0.22,0,2,0,2,0.7578,1
neutral,rectangle,formal,3,0,1,0.76,1,2,3,1,0.793,1
neutral,apple,ethnic,3,0,1,0.8,0,2,4,3,0.795,1
cool,oval,casual,3,0,0,0.59,0,1,5,0,0.7105,0
cool,apple,ethnic,3,1,0,0.1,0,1,4,3,0.6952,0
warm,oval,party,4,0,0,0.57,1,0,5,2,0.7393,0
warm,inverted_triangle,party,3,1,1,0.79,0,0,1,2,0.8953,1
cool,oval,sports,4,1,1,0.74,0,1,5,4,0.7289,0
neutral,oval,ethnic,5,0,1,0.46,0,2,5,3,0.8597,1
cool,apple,formal,4,0,0,0.12,1,1,4,1,0.7346,0
cool,oval,casual,5,0,1,0.66,0,1,5,0,0.6959,0
warm,pear,formal,4,0,1,0.34,0,0,2,1,0.7453,0
cool,hourglass,sports,3,0,0,0.72,0,1,0,4,0.7416,0
cool,oval,formal,3,0,1,0.83,0,1,5,1,0.7832,1
neutral,apple,sports,5,0,1,0.51,0,2,4,4,0.732,0
warm,hourglass,sports,3,0,0,0.89,0,0,0,4,0.7756,1
warm,oval,casual,3,0,0,0.53,0,0,5,0,0.6662,0
neutral,pear,sports,4,0,0,0.15,0,2,2,4,0.6771,0
warm,rectangle,sports,4,0,1,0.33,0,0,3,4,0.6464,0
cool,rectangle,sports,5,0,1,0.88,0,1,3,4,0.7861,1
cool,inverted_triangle,party,4,1,0,0.36,0,1,1,2,0.7583,1
neutral,oval,casual,5,1,0,0.81,1,2,5,0,0.8109,1
warm,rectangle,party,4,0,0,0.83,0,0,3,2,0.7196,0
cool,hourglass,sports,5,1,1,0.75,0,1,0,4,0.7952,1
warm,pear,formal,3,0,0,0.86,0,0,2,1,0.7627,1
cool,rectangle,formal,5,1,1,0.39,0,1,3,1,0.8235,1
cool,oval,casual,5,0,0,0.59,0,1,5,0,0.7884,1
neutral,inverted_triangle,casual,5,0,0,0.13,1,2,1,0,0.7147,0
cool,oval,sports,5,0,1,0.13,0,1,5,4,0.7578,1
cool,hourglass,sports,4,0,0,0.42,1,1,0,4,0.7438,0
warm,apple,casual,5,0,0,0.19,1,0,4,0,0.6979,0
cool,inverted_triangle,casual,3,0,1,0.33,0,1,1,0,0.8846,1
cool,apple,formal,5,1,0,0.28,0,1,4,1,0.7896,1
warm,inverted_triangle,party,4,0,1,0.61,1,0,1,2,0.9726,1
neutral,pear,ethnic,5,0,1,0.68,0,2,2,3,0.7363,0
cool,rectangle,formal,3,0,1,0.42,0,1,3,1,0.8173,1
warm,inverted_triangle,sports,4,1,1,0.15,0,0,1,4,0.8216,1
cool,rectangle,ethnic,5,1,1,0.89,0,1,3,3,0.7023,0
neutral,inverted_triangle,party,3,0,1,0.56,0,2,1,2,0.8541,1
neutral,inverted_triangle,ethnic,5,0,0,0.81,0,2,1,3,0.8699,1
cool,inverted_triangle,party,3,1,0,0.2,0,1,1,2,0.7821,1
neutral,oval,casual,5,1,0,0.19,0,2,5,0,0.8045,1
warm,pear,ethnic,3,0,1,0.13,0,0,2,3,0.8665,1
neutral,apple,casual,5,0,1,0.35,0,2,4,0,0.6659,0
cool,rectangle,party,4,0,1,0.17,0,1,3,2,0.7459,0
cool,pear,sports,3,1,1,0.36,1,1,2,4,0.6774,0
warm,oval,sports,3,1,0,0.37,1,0,5,4,0.6734,0
neutral,rectangle,casual,5,1,0,0.9,0,2,3,0,0.8561,1
warm,oval,formal,4,1,1,0.55,1,0,5,1,0.8314,1
neutral,inverted_triangle,party,5,0,1,0.48,0,2,1,2,0.8344,1
neutral,apple,party,5,1,1,0.71,1,2,4,2,0.7519,1
cool,pear,party,3,0,0,0.21,1,1,2,2,0.9257,1
neutral,inverted_triangle,formal,4,0,0,0.32,1,2,1,1,0.748,0
warm,pear,casual,4,1,1,0.86,0,0,2,0,0.8295,1
cool,hourglass,sports,3,0,1,0.38,0,1,0,4,0.7474,0
warm,rectangle,formal,5,0,1,0.24,0,0,3,1,0.7459,0
warm,apple,casual,3,1,1,0.89,1,0,4,0,0.7236,0
neutral,rectangle,casual,4,0,1,0.56,0,2,3,0,0.9208,1
warm,apple,ethnic,3,1,1,0.2,1,0,4,3,0.7444,0
warm,hourglass,party,3,0,1,0.34,0,0,0,2,0.8215,1
neutral,inverted_triangle,sports,4,0,1,0.75,1,2,1,4,0.7992,1
neutral,hourglass,ethnic,3,0,1,0.1,0,2,0,3,0.7602,1
cool,pear,ethnic,4,0,1,0.76,0,1,2,3,0.7903,1
neutral,oval,casual,5,0,0,0.17,1,2,5,0,0.6689,0
cool,inverted_triangle,casual,4,0,0,0.44,0,1,1,0,0.9455,1
warm,rectangle,ethnic,3,0,0,0.34,0,0,3,3,0.8343,1
cool,pear,sports,4,1,0,0.87,1,1,2,4,0.7716,1
neutral,inverted_triangle,formal,5,1,0,0.74,0,2,1,1,0.8884,1
neutral,hourglass,formal,4,1,0,0.84,0,2,0,1,0.99,1
cool,oval,casual,5,0,0,0.88,0,1,5,0,0.7248,0
neutral,oval,ethnic,4,1,1,0.5,1,2,5,3,0.7519,1
warm,inverted_triangle,casual,5,0,1,0.43,0,0,1,0,0.9623,1
cool,apple,formal,3,0,0,0.26,1,1,4,1,0.8102,1
neutral,hourglass,ethnic,5,0,1,0.8,1,2,0,3,0.7662,1
neutral,rectangle,casual,4,1,0,0.3,0,2,3,0,0.9312,1
neutral,inverted_triangle,sports,4,0,0,0.54,0,2,1,4,0.7627,1
neutral,rectangle,sports,3,0,1,0.12,1,2,3,4,0.6901,0
neutral,hourglass,ethnic,3,0,0,0.28,0,2,0,3,0.813,1
neutral,rectangle,sports,4,0,0,0.48,0,2,3,4,0.6616,0
cool,apple,party,5,0,1,0.68,0,1,4,2,0.8118,1
neutral,rectangle,sports,4,0,1,0.61,1,2,3,4,0.6592,0
neutral,apple,formal,5,1,1,0.69,0,2,4,1,0.7183,0
neutral,rectangle,casual,3,0,0,0.66,1,2,3,0,0.9253,1
cool,inverted_triangle,casual,5,0,0,0.11,1,1,1,0,0.9373,1
neutral,hourglass,sports,3,1,1,0.16,0,2,0,4,0.7423,0
cool,oval,sports,3,0,1,0.3,1,1,5,4,0.7984,1
neutral,pear,formal,3,0,0,0.18,0,2,2,1,0.7987,1
cool,oval,sports,5,1,1,0.43,0,1,5,4,0.7787,1
neutral,oval,ethnic,3,1,0,0.85,1,2,5,3,0.7888,1
warm,oval,party,5,1,0,0.32,1,0,5,2,0.767,1
neutral,rectangle,party,3,0,0,0.29,1,2,3,2,0.6925,0
