r,g,b,brightness,r_g_diff,r_b_diff,g_b_diff,ita_angle,skin_class,skin_name,skin_label,undertone,best_colors
212,189,139,190.18,23,73,50,62.49,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
165,118,99,129.89,47,66,19,50.44,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
57,48,52,51.15,9,5,-4,12.95,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
84,46,57,58.62,38,27,-11,17.71,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
153,114,74,121.1,39,79,40,41.99,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
117,90,54,93.97,27,63,36,34.91,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
255,182,175,203.03,73,80,7,62.4,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
226,202,184,207.12,24,42,18,75.03,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
75,68,55,68.61,7,20,13,42.94,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
106,84,53,87.04,22,53,31,34.95,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
196,147,127,159.37,49,69,20,57.75,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
171,159,125,158.71,12,46,34,67.06,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
255,199,163,211.64,56,92,36,60.35,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
145,106,84,115.15,39,61,22,46.88,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
71,30,28,42.03,41,43,2,-10.5,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
194,131,92,145.39,63,102,39,43.08,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
92,53,52,64.55,39,40,1,19.99,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
162,109,78,121.31,53,84,31,40.33,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
232,205,178,209.99,27,54,27,71.35,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
195,178,117,176.13,17,78,61,58.27,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
110,83,47,86.97,27,63,36,30.41,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
209,190,145,190.55,19,64,45,65.52,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
248,174,172,195.9,74,76,2,62.48,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
182,138,98,146.6,44,84,40,48.99,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
218,226,206,221.33,-8,12,20,85.99,0,light,Fair/Light,neutral,"White,Black,Navy,Blush,Teal"
164,147,101,146.84,17,63,46,56.95,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
57,21,58,35.98,36,-1,-37,-85.92,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
251,204,184,215.77,47,67,20,67.99,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
78,55,15,57.32,23,63,40,6.63,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
117,90,77,96.59,27,40,13,49.35,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
101,83,70,86.9,18,31,13,49.97,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
140,95,77,106.4,45,63,18,41.84,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
185,184,142,179.51,1,43,42,71.63,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
238,182,176,198.06,56,62,6,67.28,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
160,110,69,120.28,50,91,41,37.68,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
203,160,130,169.44,43,73,30,58.57,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
80,51,16,55.68,29,64,35,5.07,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
190,184,160,183.06,6,30,24,77.29,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
76,43,20,50.24,33,56,23,0.25,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
125,107,58,106.8,18,67,49,40.29,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
152,129,81,130.4,23,71,48,48.55,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
158,117,96,126.86,41,62,21,51.11,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
183,155,88,155.73,28,95,67,48.06,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
165,126,127,137.78,39,38,-1,66.59,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
221,188,189,197.98,33,32,-1,77.8,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
96,55,23,63.61,41,73,32,10.56,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
248,181,174,200.24,67,74,7,63.78,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
81,72,22,68.99,9,59,50,17.84,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
71,63,8,59.12,8,63,55,8.24,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
193,140,96,150.83,53,97,44,46.11,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
232,197,175,204.96,35,57,22,69.8,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
146,129,70,127.36,17,76,59,45.51,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
153,145,112,143.63,8,41,33,66.35,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
224,187,165,195.56,37,59,22,67.94,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
181,127,127,143.15,54,54,0,59.9,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
175,168,116,164.16,7,59,52,62.67,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
113,69,34,78.17,44,79,35,19.63,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
219,192,152,195.51,27,67,40,65.28,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
183,150,120,156.45,33,63,30,59.38,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
168,125,107,135.8,43,61,18,54.59,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
176,157,101,156.3,19,75,56,54.8,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
65,61,26,58.21,4,39,35,11.89,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
70,49,20,51.97,21,50,29,2.26,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
210,163,126,172.84,47,84,37,55.64,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
186,162,134,165.98,24,52,28,65.85,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
124,104,65,105.53,20,59,39,43.26,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
192,132,107,147.09,60,85,25,48.8,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
155,117,84,124.6,38,71,33,46.42,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
63,64,44,61.42,-1,19,20,31.01,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
124,86,48,93.03,38,76,38,29.52,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
163,141,105,143.47,22,58,36,58.18,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
149,123,70,124.73,26,79,53,43.41,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
92,68,42,72.21,24,50,26,23.95,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
169,136,95,141.19,33,74,41,50.94,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
169,129,114,139.25,40,55,15,58.36,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
155,92,105,112.32,63,50,-13,51.26,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
218,191,194,199.41,27,24,-3,80.87,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
162,102,87,118.23,60,75,15,42.29,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
112,77,61,85.64,35,51,16,34.95,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
67,36,33,44.93,31,34,3,-8.48,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
226,215,168,212.93,11,58,47,70.41,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
110,96,70,97.22,14,40,26,49.73,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
219,164,116,174.97,55,103,48,50.5,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
59,30,24,37.99,29,35,6,-18.94,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
141,116,69,118.12,25,72,47,43.41,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
97,59,78,72.53,38,19,-19,49.86,4,dark,Dark/Deep Brown,neutral,"White,Black,Navy,Blush,Teal"
173,110,91,126.67,63,82,19,43.08,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
233,199,193,208.48,34,40,6,75.83,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
136,103,67,108.76,33,69,36,40.42,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
57,40,16,42.35,17,41,24,-10.57,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
210,210,212,210.23,0,-2,-2,89.28,0,light,Fair/Light,neutral,"White,Black,Navy,Blush,Teal"
188,171,128,171.18,17,60,43,63.66,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
115,63,47,76.72,52,68,16,21.45,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
123,88,71,96.53,35,52,17,41.82,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
182,132,114,144.9,50,68,18,54.38,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
165,111,102,126.12,54,63,9,50.39,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
189,156,161,166.44,33,28,-5,76.48,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
205,124,111,146.74,81,94,13,45.82,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
196,165,141,171.53,31,55,24,65.65,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
46,52,15,45.99,-6,31,37,-7.37,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
190,119,120,140.34,71,70,-1,52.23,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
237,196,204,209.17,41,33,-8,78.29,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
192,160,127,165.81,32,65,33,60.7,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
92,56,44,65.4,36,48,12,17.79,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
116,54,56,72.77,62,60,-2,20.78,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
168,126,97,135.25,42,71,29,50.21,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
64,33,13,39.99,31,51,20,-11.1,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
78,19,45,39.6,59,33,-26,-17.49,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
140,85,72,99.96,55,68,13,36.3,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
85,40,60,55.74,45,25,-20,12.93,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
240,193,166,203.98,47,74,27,64.33,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
190,174,132,174.0,16,58,42,64.93,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
71,67,58,67.17,4,13,9,52.87,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
163,123,67,128.58,40,96,56,39.3,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
167,123,67,129.77,44,100,56,38.58,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
129,75,49,88.18,54,80,26,25.51,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
163,104,68,117.54,59,95,36,35.41,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
126,64,47,80.6,62,79,17,21.17,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
182,156,93,156.59,26,89,63,50.14,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
112,83,53,88.25,29,59,30,32.96,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
205,169,141,176.57,36,64,28,63.18,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
112,96,70,97.82,16,42,26,48.71,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
196,150,113,159.54,46,83,37,52.85,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
245,212,180,218.22,33,65,32,68.87,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
244,181,197,201.66,63,47,-16,72.78,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
126,100,72,104.58,26,54,28,45.31,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
214,156,155,173.23,58,59,1,64.42,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
126,69,47,83.54,57,79,22,23.0,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
221,197,216,206.34,24,5,-19,88.17,0,light,Fair/Light,neutral,"White,Black,Navy,Blush,Teal"
134,79,42,91.23,55,92,37,24.14,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
219,173,147,183.79,46,72,26,61.71,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
106,61,62,74.57,45,44,-1,29.18,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
165,133,89,137.55,32,76,44,49.04,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
129,93,52,99.09,36,77,41,32.52,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
128,91,47,97.05,37,81,44,30.15,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
198,145,129,159.02,53,69,16,57.67,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
182,145,118,152.98,37,64,27,58.14,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
224,179,147,188.81,45,77,32,60.98,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
121,69,40,81.24,52,81,29,21.09,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
224,181,184,194.2,43,40,-3,74.5,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
131,70,75,88.81,61,56,-5,34.72,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
38,32,53,36.19,6,-15,-21,-42.63,5,deep,Deep/Rich,cool,"Navy,Emerald,Purple,Burgundy,Cobalt"
105,91,63,91.99,14,42,28,44.99,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
170,136,95,141.49,34,75,41,50.66,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
132,72,65,89.14,60,67,7,30.29,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
120,79,64,89.55,41,56,15,35.23,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
190,176,142,176.31,14,48,34,69.19,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
163,97,75,114.23,66,88,22,36.13,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
195,128,116,146.66,67,79,12,50.74,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
97,67,68,76.08,30,29,-1,41.97,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
226,218,163,214.12,8,63,55,69.0,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
163,131,93,136.24,32,70,38,50.93,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
195,150,104,158.21,45,91,46,49.94,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
102,90,70,91.31,12,32,20,52.24,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
236,186,188,201.18,50,48,-2,72.39,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
157,127,76,130.16,30,81,51,44.7,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
202,170,154,177.74,32,48,16,69.41,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
44,32,37,36.16,12,7,-5,-63.17,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
178,147,96,150.45,31,82,51,50.77,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
88,90,58,85.75,-2,30,32,50.0,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
226,194,164,200.15,32,62,30,67.56,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
183,135,111,146.62,48,72,24,53.31,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
204,170,160,179.03,34,44,10,71.17,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
225,179,189,193.89,46,36,-10,75.95,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
161,109,69,119.99,52,92,40,37.26,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
162,118,60,124.54,44,102,58,36.16,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
195,193,138,187.33,2,57,55,67.46,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
159,126,94,132.22,33,65,32,51.67,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
162,122,123,134.07,40,39,-1,65.11,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
196,182,152,182.77,14,44,30,71.66,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
167,118,72,127.41,49,95,46,39.17,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
94,63,65,72.5,31,29,-2,37.81,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
108,65,57,76.95,43,51,8,27.85,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
45,33,35,36.82,12,10,-2,-52.81,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
248,197,207,213.39,51,41,-10,75.91,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
255,208,174,218.18,47,81,34,64.28,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
153,114,92,123.15,39,61,22,50.18,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
129,81,58,92.73,48,71,23,31.04,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
90,47,57,61.0,43,33,-10,18.43,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
184,159,93,158.95,25,91,66,50.13,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
213,181,131,184.87,32,82,50,58.7,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
151,138,107,138.35,13,44,31,63.53,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
141,135,83,130.87,6,58,52,54.35,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
219,225,192,219.44,-6,27,33,80.95,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
192,184,160,183.66,8,32,24,76.54,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
241,209,203,217.88,32,38,6,77.25,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
120,87,53,92.99,33,67,34,32.69,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
86,49,25,57.33,37,61,24,6.85,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
213,171,123,178.09,42,90,48,54.91,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
134,63,44,82.06,71,90,19,19.61,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
102,74,49,79.52,28,53,25,29.12,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
251,202,177,213.8,49,74,25,65.69,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
254,208,175,217.99,46,79,33,64.81,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
191,152,124,160.47,39,67,28,58.76,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
243,222,207,226.57,21,36,15,78.48,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
131,112,106,117.0,19,25,6,69.54,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
164,101,73,116.65,63,91,28,36.22,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
88,88,47,83.33,0,41,41,39.11,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
117,90,83,97.28,27,34,7,54.28,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
181,180,162,178.25,1,19,18,81.57,1,light_medium,Light Medium,neutral,"White,Black,Navy,Blush,Teal"
71,29,30,41.67,42,41,-1,-11.48,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
212,206,175,204.26,6,37,31,76.51,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
129,132,80,125.18,-3,49,52,56.9,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
227,183,192,197.18,44,35,-9,76.62,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
107,78,40,82.34,29,67,38,25.77,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
132,113,81,115.03,19,51,32,51.89,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
208,180,164,186.55,28,44,16,72.14,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
157,90,78,108.66,67,79,12,36.6,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
250,201,178,213.03,49,72,23,66.17,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
217,207,183,207.25,10,34,24,77.8,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
188,155,100,158.6,33,88,55,50.98,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
176,147,133,154.08,29,43,14,67.55,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
214,149,145,167.98,65,69,4,59.68,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
42,29,45,34.71,13,-3,-16,-78.9,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
228,202,168,205.9,26,60,34,68.95,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
152,113,75,120.33,39,77,38,42.41,3,medium_dark,Medium Dark,warm,"Camel,Rust,Olive,Mustard,Terracotta"
190,181,146,179.7,9,44,35,71.26,1,light_medium,Light Medium,warm,"Camel,Rust,Olive,Mustard,Terracotta"
48,32,54,39.29,16,-6,-22,-60.74,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
88,82,52,80.37,6,36,30,40.15,4,dark,Dark/Deep Brown,warm,"Camel,Rust,Olive,Mustard,Terracotta"
173,131,115,141.73,42,58,16,57.7,2,medium,Medium/Wheatish,warm,"Camel,Rust,Olive,Mustard,Terracotta"
243,204,164,211.1,39,79,40,63.88,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
96,35,53,55.29,61,43,-18,7.01,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
58,39,48,45.71,19,10,-9,-23.22,5,deep,Deep/Rich,neutral,"White,Black,Navy,Blush,Teal"
85,48,41,58.26,37,44,7,10.63,5,deep,Deep/Rich,warm,"Camel,Rust,Olive,Mustard,Terracotta"
210,211,178,206.94,-1,32,33,78.48,0,light,Fair/Light,warm,"Camel,Rust,Olive,Mustard,Terracotta"
